account,regime_label,trades,win_rate,avg_pnl,median_roi,avg_leverage,avg_size,volatility_exposure
0x083384f897ee0f19899168e3b1bec365f52a9012,Greed,462,0.025974025974025976,-708.8872295584415,0.0,0.055292773570964696,14810.891818181817,0.0010202157991061151
0x083384f897ee0f19899168e3b1bec365f52a9012,Neutral,3356,0.40554231227651966,574.4146960771752,0.0,0.06002081597795052,16345.241939809297,0.0020499081217747904
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,Greed,320,0.53125,64.398269040625,0.0072742648197991035,0.1942327684615216,2492.74990625,0.05602174871613632
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,Neutral,6960,0.43864942528735634,3.919234830603448,0.0,0.4707783598620042,1614.6275416666665,0.017992242884547364
0x271b280974205ca63b716753467d5a371de622ab,Greed,5,0.8,358.63204299999995,0.0026446794330347505,0.8851258642214477,31941.660000000003,0.08469725855021208
0x271b280974205ca63b716753467d5a371de622ab,Neutral,3804,0.30126182965299686,-18.987736996056785,0.0,0.0631903116948407,8862.705604626708,0.0012173340834534222
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,Greed,6472,0.4437577255871446,18.831950867737948,0.0,0.39594306093064896,483.5901143386898,0.03512865060570588
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,Neutral,6839,0.4336891358385729,1.5476573384997807,0.0,0.29988127331086234,530.3738675244919,0.03468556486513113
0x2c229d22b100a7beb69122eed721cee9b24011dd,Greed,763,0.4744429882044561,68.43476991874181,0.0,0.5396762222650102,2941.8256880733943,0.04994685842682373
0x2c229d22b100a7beb69122eed721cee9b24011dd,Neutral,2476,0.5339256865912763,47.02838269224556,0.0028738217298399094,0.3510233387520702,3199.6232633279483,0.03674619104973114
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Extreme Greed,27,0.3333333333333333,-206.07467185185183,0.0,0.433169286116193,3048.5944444444444,0.016025574363958447
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Greed,161,0.453416149068323,229.77249075155282,0.0,0.3510920817407167,2792.455900621118,0.012978718121564856
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Neutral,627,0.4609250398724083,-99.89306994736843,0.0,0.3503388645755764,1400.3262360446572,0.03299766585713212
0x39cef799f8b69da1995852eea189df24eb5cae3c,Greed,144,0.5277777777777778,242.94015181944445,0.031951739063641627,0.4828976860615467,4554.800138888889,0.10017206870124273
0x39cef799f8b69da1995852eea189df24eb5cae3c,Neutral,3445,0.3193033381712627,-5.958334550362845,0.0,0.2370330627997687,4800.430827285922,0.019873675091488456
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,Greed,191,0.41361256544502617,39.856640251308896,0.0,1.0383774053778225,2786.4265445026176,0.15554166552498536
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,Neutral,141,0.5602836879432624,325.41580819148936,0.0017172658453169063,0.20441162652374786,4338.219787234042,0.005983617024930126
0x420ab45e0bd8863569a5efbb9c05d91f40624641,Greed,125,0.216,128.82054872,0.0,0.2763270311762697,6480.62816,0.02734999213827297
0x420ab45e0bd8863569a5efbb9c05d91f40624641,Neutral,258,0.2441860465116279,710.8644346589148,0.0,0.28947808936890274,4563.756162790698,0.013990202101373795
0x430f09841d65beb3f27765503d0f850b8bce7713,Extreme Greed,88,0.0,0.0,0.0,0.05354434475146584,1136.3127272727272,0.0011720738698653733
0x430f09841d65beb3f27765503d0f850b8bce7713,Greed,43,0.8837209302325582,3731.4073977906974,0.2192157799503079,0.2676692649718692,6742.71976744186,0.03051383299934342
0x430f09841d65beb3f27765503d0f850b8bce7713,Neutral,1106,0.5072332730560579,231.54733656057869,0.09015806988352745,0.047492856760786184,2329.2737341772154,0.0018575864022605092
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,Greed,3711,0.3381837779574239,18.6694769711668,0.0,0.30772589748162416,494.23683912691996,0.03231964659909701
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,Neutral,4808,0.3652246256239601,7.084294326331115,0.0,0.24148820729746653,535.5066534941765,0.034712043962264696
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Greed,328,0.4115853658536585,186.20782868292682,0.0,0.09290308870076679,8444.161189024391,0.0032242008939034313
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Neutral,4028,0.4923038728897716,153.0960483701589,0.0,0.17641754801727125,9136.858088381332,0.010413154772172317
0x4f93fead39b70a1824f981a54d4e55b278e9f760,Extreme Greed,730,0.30684931506849317,-10.848590454794524,0.0,0.29210657982303484,6219.798493150685,0.011012573754377824
0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,1703,0.3282442748091603,65.31444392660012,0.0,0.7864607035246628,19645.16682912507,0.038966220867504044
0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,5151,0.37856726849155503,39.927168072413124,0.0,0.5882419478247505,17797.77854203067,0.01547983589405331
0x513b8629fe877bb581bf244e326a047b249c4ff1,Greed,223,0.0,0.0,0.0,0.09260899773326647,3261.5788789237668,0.015401579636287166
0x513b8629fe877bb581bf244e326a047b249c4ff1,Neutral,12013,0.40864063930741695,69.95942355914426,0.0,0.12178289247134069,34974.54626404728,0.0016057598314312422
0x6d6a4b953f202f8df5bed40692e7fd865318264a,Greed,250,1.0,406.15709612399996,0.7867458516591737,0.00256370080278521,525.47136,0.0004361261742111702
0x6d6a4b953f202f8df5bed40692e7fd865318264a,Neutral,725,0.23586206896551723,9.919921022068966,0.0,0.9894326090778202,823.0202344827587,0.1516799805383595
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,Greed,202,0.5148514851485149,1621.5148514455445,0.22076767881159476,0.11730506473106886,16311.138465346536,0.006817562309150278
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,Neutral,1388,0.32132564841498557,73.34983135662824,0.0,0.1592767504703932,5893.120280979827,0.004401854075969892
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Greed,419,0.028639618138424822,123.4787098281623,0.0,0.04137051069179027,2305.200429594272,0.004316800523693186
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Neutral,1011,0.42136498516320475,347.45195325519285,0.0,0.27873315746086336,2062.577002967359,0.03010875390211764
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Extreme Greed,3041,0.8240710292666886,61.76984024662939,0.03109206767743353,0.389910378846137,3677.8091055573827,0.04676032366079563
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1016,0.8208661417322834,36.935366020669285,0.03332197034259417,0.2618149201545486,2056.391348425197,0.018936362786875487
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Neutral,5836,0.8022618231665525,26.341156724468814,0.02634230842161909,0.199138420744027,2134.3362131596987,0.030567315117821722
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Neutral,1559,0.45221295702373315,9.557692781911483,0.0,0.7112578637369654,3748.8675112251444,0.04651033270975069
0x8170715b3b381dffb7062c0298972d4727a0a63b,Greed,15,0.0,0.0,0.0,0.1597457714398521,2333.253333333333,0.08152462180553534
0x8170715b3b381dffb7062c0298972d4727a0a63b,Neutral,4586,0.38399476668120364,-36.55061595747929,0.0,0.06793083278645025,2204.265008722198,0.006068876564091151
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Greed,54,0.037037037037037035,0.21699400000000021,0.0,0.1863947513470067,933.2848148148148,0.037764911610935835
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Neutral,1857,0.3387183629509962,35.27298881529349,0.0,0.8863677683829811,6434.451260096931,0.04391145824041584
0x8477e447846c758f5a675856001ea72298fd9cb5,Greed,1804,0.32427937915742794,22.16096336474501,0.0,0.3843195033030445,1376.8141407982262,0.03968231249606123
0x8477e447846c758f5a675856001ea72298fd9cb5,Neutral,13194,0.2534485372138851,0.2985168308321965,0.0,0.2773396734911843,744.354564953767,0.04215044718170958
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Greed,724,0.07596685082872928,12.010162052486187,0.0,0.0398043134828812,2936.1985911602205,0.0037681353614509453
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Neutral,2328,0.35051546391752575,50.6372786975945,0.0,0.06929536164575521,3808.6546219931274,0.006434945826105937
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Greed,4211,0.418665400142484,11.679105885062931,0.0,0.9834841285527103,1636.15022559962,0.03445924994434331
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Neutral,11394,0.3188520273828331,5.013354429875373,0.0,0.61796569003846,1139.0538335966298,0.01838124665982118
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Greed,283,0.5477031802120141,239.93020333922263,0.335995340811044,0.049881851454891,1684.2025795053005,0.021562997796949517
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Neutral,134,0.6268656716417911,36.91221438059702,0.1898704165783187,0.21639286773525254,2874.4781343283585,0.04637964724385902
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Greed,190,0.5526315789473685,110.13428011578948,0.0334191046968039,0.11414080407012585,3387.3391578947367,0.012601176590471684
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Neutral,373,0.3351206434316354,125.79116972922253,0.0,0.30303095076293207,2771.6656300268096,0.09323205101851026
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Greed,9,0.2222222222222222,6.1128044444444445,0.0,8.90440814260932,1862.9299999999998,0.43586519665944057
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Neutral,525,0.3238095238095238,41.34060288190476,0.0,0.4916334391913655,8441.060742857142,0.013956621341704537
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Extreme Greed,3076,0.21879063719115735,0.847495044213264,0.0,1.3471538371543952,7639.724411573472,0.0315952708596678
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,2311,0.4353093898745132,615.2796837853743,0.0,1.3488905493511103,6168.758896581567,0.027994720935543546
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,9346,0.3518082602182752,76.91679367697411,0.0,0.11658171473543047,2010.2472854697196,0.008405397148053622
0xb899e522b5715391ae1d4f137653e7906c5e2115,Neutral,4838,0.4386109962794543,4.648305254443986,0.0,0.25877678080480254,22504.555828854896,0.005991718280803134
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Neutral,21192,0.46758210645526616,44.364090516232544,0.0,0.02543780520278074,3210.472831257078,0.00046845769253191086
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Greed,267,0.15355805243445692,43.71415730337079,0.0,0.03625580793252412,2725.7805992509366,0.002953060405730438
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Neutral,2374,0.34709351305812974,87.97278089848358,0.0,0.3656162723961963,8428.647131423757,0.024789927727750693
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Greed,9883,0.5692603460487706,69.23150891449964,0.005521887390959556,0.04200223877305046,2693.2837964180917,0.0016732846614487997
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Neutral,30301,0.3822316095178377,5.011898962905515,0.0,0.362853803841255,1567.2778680571598,0.010413218540751413
